text,entity,score,date,annotator_comment,general_location,specific_location,year,season,month,day,Coordinates
"The snow slopes lying to the south of the ridge by which the ascent had been made were chosen for the descent and one might have glissaded most of the way, if it had not been for their terraced arrangement.","snow, slopes",6.0,-/04/1893,,Ben Lui,Ben Lui,1893.0,,4.0,,"(56.396993, -4.810804)"
"there was no finer sight in all the landscape than Beinn Laoigh itself, with its great snow-filled corrie, topped by the beetling cornice—the work of the winter storms.","snow-filled, cornice",9.0,-/04/1893,,Ben Lui,Ben Lui,1893.0,,4.0,,"(56.396993, -4.810804)"
"The snow was by this time very soft, and climbing was somewhat laborious, but the most obvious trouble was from the excessive glare from the great expanse of white.","soft, snow",4.0,-/04/1893,,Ben Lui,Ben Lui,1893.0,,4.0,,"(56.396993, -4.810804)"
Ben Avon (thickly coated with snow on the day of the excursion),"coated, snow",8.0,01/05/1893,Several munros named,Cairngorms Other,Cairngorms,1893.0,,5.0,1.0,"(57.09969, -3.6656)"
"To-day a shower of hail and snow does pass over me, but I see no snow lying on the hill, not even Lady Alva's Web, which is the fanciful name given to a wreath of snow, frequently seen so late as the month of June, at the bottom of a ridge of rock near the summit.",snow,4.0,01/05/1893,May day,Southern Highlands,Ochils,1893.0,,5.0,1.0,"(56.356399, -4.577326)"
"our appearance was wintry enough—clothed, as it were, with crusted ice and snow, which we got rid of only as Glen Avon was entered.","ice, snow",7.0,-/05/1893,,Beinn a' Bhuird & Ben Avon,Glen Avon,1893.0,,5.0,,"(57.081248, -3.505238)"
"the quantity of new snow on the summit was surprising; great wreaths were found at the back of the tors, several of them from 10 to 20 feet in depth.",new snow,9.0,-/05/1893,,Beinn a' Bhuird & Ben Avon,The Sneck,1893.0,,5.0,,"(57.081248, -3.505238)"
"the other keeping higher up and rounding the top of the corrie, and so coming on to the bneck. Unstable boulders, with snow interstices, made progress here very slow.",snow,4.0,-/05/1893,,Beinn a' Bhuird & Ben Avon,The Sneck,1893.0,,5.0,,"(57.081248, -3.505238)"
the Meikle Slock being picturesquely lined with snow.,snow,8.0,-/05/1893,,Other Highlands,Meikle Slock,1893.0,,5.0,,
"Once on the Sneck the full force of the storm was encountered, the wind, laden with ice pellets, blowing in a hurricane, while snow and came whirling up the Slock, threatening to send us into Glen Quoich.","snow, ice",6.0,-/05/1893,,Beinn a' Bhuird & Ben Avon,The Sneck,1893.0,,5.0,,"(57.081248, -3.505238)"
"when we stepped down into the snow-bed which drips into the corrie, sleet began to fall.","snow, sleet",6.0,03/06/1893,,Lochnagar,Black Spout Corrie,1893.0,,6.0,3.0,"(56.954291, -3.244078)"
"Large quantities of snow patched all the principal summits—Cairn Toul, Ben Muich Dhui, Cairngorm, Beinn a' Bhuird, and Ben Avon—the apparently unbroken snowfield.","snow, snowfield",9.0,03/06/1893,,Ben Macdui,"Cairn Toul, Ben Muich Dhui, Cairngorm, Beinn a' Bhuird, Ben Avon",1893.0,,6.0,3.0,"(57.070696, -3.667715)"
"The snowfield over the Black Spout Corrie, the beetling grey precipices, with their dizzy summits in lurid outline against the sky, and the inky loch beneath, combined to leave a weird and lasting impression upon the mind of the beholder.",snowfield,8.0,03/06/1893,,Lochnagar,Black Spout Corrie,1893.0,,6.0,3.0,"(56.954291, -3.244078)"
the Cairngorm group with patches of snow relieving the grey-,"patches, snow",6.0,-/07/1893,,Cairngorms Other,Cairngorm,1893.0,,7.0,,"(57.09969, -3.6656)"
"its snow-clad on any clear day in early summer, when summits glitter in the sun.","snow, glitter",8.0,-/07/1893,,Central Highlands,Beinn a' Ghlo,1893.0,,7.0,,"(56.949668, -4.608764)"
"its snow-clad summits glitter on any clear day in early summer, when",snow-clad,9.0,-/07/1893,,Central Highlands,Beinn a' Ghlo,1893.0,,7.0,,"(56.949668, -4.608764)"
towered  the  proud  peak  of  Cruachan—now  wrapped  in  a  close-folding  curtain  of snowy  banners  streaming  from  its  rugged  sides.,snowy,8.0,20/08/1893,,Ben Cruachan,Ben Cruachan,1893.0,,8.0,20.0,
"Lochnagar, Ben Avon, Beinn a' Bhuird, and Ben Rinnes were all slightly adorned with snow; while Mount Keen, Morven, Clochnaben, Mount Battock, Hill of Fare, Buck of the Cabrach, Tap o' Noth, and many lesser hills were seen in the nearer distance.",snow,6.0,25/09/1893,,Lochnagar,"Lochnagar, Ben Avon, Beinn a' Bhuird, Ben Rinnes",1893.0,,9.0,25.0,"(56.954291, -3.244078)"
"it must, by all accounts, have been two or three inches of snow on these very heights—but such is the glorious uncertainty of our British climate !",snow,7.0,-/09/1893,,Central Highlands,Black Mounth,1893.0,,9.0,,"(56.949668, -4.608764)"
Patches of snow will often be observed late in summer in the eastern corries of Beinn a' Bhuird.,"patches, snow",4.0,Summer 1893,,Beinn a' Bhuird & Ben Avon,Beinn a' Bhuird,1893.0,Summer,,,"(57.081248, -3.505238)"
"the Alps, draped in virgin snow, through which the precipices of dark Lochnagar the ""breasts"" of Beinn a' Bhuird, and the gigantic granitic peaks of Ben Avon, assert themselves sixty miles away.","virgin, snow",10.0,Spring 1893,,Lochnagar,Lochnagar,1893.0,Spring,,,"(56.954291, -3.244078)"
"the Tower Ridge was heavily festooned with ice and snow, and was altogether in an intensely Alpine condition.","ice, snow, Alpine",9.0,-/03/1894,,Ben Nevis,Tower Ridge,1894.0,,3.0,,"(56.796735, -5.002927)"
"we could see immense quantities of snow, over which we glissaded merrily.","immense, snow",9.0,-/04/1894,,North West Highlands,Beinn Eighe Creag Dubh,1894.0,,4.0,,"(57.190786, -5.158042)"
"the summit of the final peak—Spidean a' Choire Leith (peak of the gray corrie, 3456)—a beautiful pyramid of glistening snow that draws sharply and evenly upwards from every side.","snow, glistening",9.0,-/04/1894,,North West Highlands,Spidean a' Choire Leith,1894.0,,4.0,,"(57.190786, -5.158042)"
"a tumultuous assemblage of snow-capped peaks was all that was left to us, in this mountain solitude, of the busy world we had turned our backs upon a few short hours before.",snow-capped,9.0,-/04/1894,,North West Highlands,Beinn Eighe Creag Dubh,1894.0,,4.0,,"(57.190786, -5.158042)"
"the snow, with which it was covered, had for hours been subjected to a broiling sun, and was naturally very soft.","soft, snow",3.0,-/04/1894,,North West Highlands,Beinn Eighe Creag Dubh,1894.0,,4.0,,"(57.190786, -5.158042)"
the virgin snow that gleams coldly in the corries far into summer.,"virgin, snow",7.0,-/04/1894,,North West Highlands,Beinn Eighe Creag Dubh,1894.0,,4.0,,"(57.190786, -5.158042)"
"we resumed our upward march over deep snow, the top coating of which was fresh and soft.","deep, fresh, soft",9.0,05/05/1894,,Ben Macdui,Coire Etchachan,1894.0,,5.0,5.0,"(57.070696, -3.667715)"
"falling snow was exchanged for sleet, and latterly rain kept us company to Derry Lodge",snow,4.0,05/05/1894,,Ben Macdui,Coire Etchachan,1894.0,,5.0,5.0,"(57.070696, -3.667715)"
not a few involuntary disappearances were made in the snow.,snow,5.0,05/05/1894,,Ben Macdui,Coire Etchachan,1894.0,,5.0,5.0,"(57.070696, -3.667715)"
"the burn there was almost entirely concealed under snow,",snow,8.0,05/05/1894,,Ben Macdui,Coire Etchachan,1894.0,,5.0,5.0,"(57.070696, -3.667715)"
"The snow lay at such an angle, 42°, and was so hard, that it was not without difficulty that steps were kicked, and a crevasse about twelve feet deep, near the upper edge, negotiated.",snow,6.0,07/05/1894,,Eastern Highlands,Mount Keen,1894.0,,5.0,7.0,"(57.194888, -3.281276)"
the upper part of which was picturesquely fringed with a broad semi-circular snow wreath.,snow,8.0,07/05/1894,,Eastern Highlands,Mount Keen,1894.0,,5.0,7.0,"(57.194888, -3.281276)"
"the Benchinnans, streaked with snow, from Glas Maol to Lochnagar, were well seen.",snow,7.0,07/05/1894,,Lochnagar,Glas Maol to Lochnagar,1894.0,,5.0,7.0,"(56.954291, -3.244078)"
"tableland of spotless white, frozen lochs and snow-filled corries, and a gray sky looming down.","frozen, snow",9.0,23/05/1894,,Cairngorms Other,Sgoran Dubh,1894.0,,5.0,23.0,"(57.09969, -3.6656)"
"Ice tangles hung from moustaches and beards, even eyebrows and eyelashes had their adornments; our clothes were caked in ice, and creaked and crackled as we walked along.",ice,6.0,23/05/1894,,Cairngorms Western Massif,Cairn Toul,1894.0,,5.0,23.0,"(57.066582, -3.732339)"
"Hundreds of clusters of ice-flowers were at our feet; they had the shape and size of primroses, and the petals flower.",ice,6.0,23/05/1894,,Cairngorms Western Massif,Cairn Toul,1894.0,,5.0,23.0,"(57.066582, -3.732339)"
"Hundreds of clusters of ice-flowers were at our feet; they had the shape and size of primroses, and the petals lay in tufts and clumps, with their frost leaves around and behind them, beautiful in their exquisite whiteness.","ice, frost",9.0,23/05/1894,,Cairngorms Western Massif,Cairn Toul,1894.0,,5.0,23.0,"(57.066582, -3.732339)"
"There was no trace of shelter; the wind seemed to blow from all points. Flopping on the ice we took our lunch with more at the feast It was a case of snow- and ice- peppered sandwich, and unless care were taken the wind snatched it away; the banquet had its own novel enjoyment.","ice, snow",5.0,23/05/1894,,Cairngorms Western Massif,Cairn Toul,1894.0,,5.0,23.0,"(57.066582, -3.732339)"
"In the gray light of the snow and mist we stumbled along from stone to stone, trusting to instinct and the aneroid, till we got to a somewhat lower level. Indeed, from the time we left the cairn till Loch Eunach was reached, it hardly ceased snowing.",snow,4.0,23/05/1894,,Cairngorms Other,Loch Eunach,1894.0,,5.0,23.0,"(57.09969, -3.6656)"
"we endeavoured, about one o'clock, to take lunch in a hollow between two snow ridges.",snow,5.0,23/05/1894,,Cairngorms Western Massif,Cairn Toul,1894.0,,5.0,23.0,"(57.066582, -3.732339)"
"This snow was nearly all in capital condition for step-cutting, and lay at an angle of from 36° to 43°.","snow, capital",8.0,23/05/1894,,Cairngorms Western Massif,Coire Goundle,1894.0,,5.0,23.0,"(57.066582, -3.732339)"
"the upper reaches of the precipices were quite snow-covered, while streaks of white serpentined down the almost inky black of the rocks to about 500 feet above the level of the loch.","snow, covered",8.0,23/05/1894,,Cairngorms Western Massif,Cairn Toul,1894.0,,5.0,23.0,"(57.066582, -3.732339)"
"Suddenly the mist was blown aside, and we saw the mighty newly snow re-clad peaks of Sgòran Dubh. At that moment the sight was remarkable for its vivid wintriness. For at this altitude the lower parts of the hills were cut off from our vision, and, far as the eye could reach, came hill-top upcrowding on hill-top, tableland beyond tableland of spotless white, frozen lochs and snow-filled corries, and a gray sky looming down.","snow, frozen",9.0,23/05/1894,,Cairngorms Other,Sgoran Dubh,1894.0,,5.0,23.0,"(57.09969, -3.6656)"
the snow- and ice-clad figures moving slowly into the gloom,"snow, ice",8.0,23/05/1894,,Cairngorms Other,Sgoran Dubh,1894.0,,5.0,23.0,"(57.09969, -3.6656)"
"Up and down; over snow ledge after snow ledge; here cracking the ice-fields under foot, there crunching the snow and sinking ankle deep; seeing great high snow hills in the mist which had to be crossed, and finding we were over them before we knew—we walked, pleased and silent, ever on the outlook.","snow, ice",7.0,23/05/1894,,Cairngorms Western Massif,Cairn Toul,1894.0,,5.0,23.0,"(57.066582, -3.732339)"
We were now in the ice region; the snow we had left behind.,"snow, ice",5.0,23/05/1894,,Cairngorms Western Massif,Cairn Toul,1894.0,,5.0,23.0,"(57.066582, -3.732339)"
"We found snow plentiful 700 feet above the loch, the deer-stalkers' path only now and then visible.","snow, plentiful",7.0,23/05/1894,,Cairngorms Other,Loch Eunach,1894.0,,5.0,23.0,"(57.09969, -3.6656)"
"Much of the snow we passed over had fallen very recently. It was shifty, and did not bear our weight, and progress therefore was slow and tedious.","snow, recent, shifty",3.0,23/05/1894,,Cairngorms Western Massif,Cairn Toul,1894.0,,5.0,23.0,"(57.066582, -3.732339)"
"In a trice, like a racer, the snow-storm chased up the valley, peppering us with white spray.","snow, storm",6.0,23/05/1894,,Cairngorms Western Massif,Coire Goundle,1894.0,,5.0,23.0,"(57.066582, -3.732339)"
the higher up their white snow robes.,"snow, white",8.0,23/05/1894,,Cairngorms Other,Loch Eunach,1894.0,,5.0,23.0,"(57.09969, -3.6656)"
We made our way to a great snow-slope in the corrie.,snow-slope,7.0,23/05/1894,,Cairngorms Western Massif,Coire Goundle,1894.0,,5.0,23.0,"(57.066582, -3.732339)"
its eastern front is cut up by deep hollows with steep braes—Loch Builg and its pretty little glen the extreme boundary.,none,5.0,10/07/1894,,Beinn a' Bhuird & Ben Avon,Loch Builg,1894.0,,7.0,10.0,"(57.081248, -3.505238)"
in which the snow lay to a great depth.,snow,9.0,10/07/1894,Was measured at 15ft on the rock,Central Highlands,Ben Alder (Garbh Coire),1894.0,,7.0,10.0,"(56.949668, -4.608764)"
"nearly 50 miles away, Beinn a' Bhuird with its massive, extended, lofty, rocky crest and mantle of snow",snow,8.0,10/07/1894,,Beinn a' Bhuird & Ben Avon,Beinn a' Bhuird,1894.0,,7.0,10.0,"(57.081248, -3.505238)"
snow often lingers beyond summer,snow,8.0,10/07/1894,,Beinn a' Bhuird & Ben Avon,Loch Builg,1894.0,,7.0,10.0,"(57.081248, -3.505238)"
"is so cold that snow is ever to be found in its hollows, which are many, even in the hottest summer",snow,9.0,10/07/1894,,Cairngorms Other,Glen Avon,1894.0,,7.0,10.0,"(57.09969, -3.6656)"
"for you must understand that the oldest man alive never saw but the snow on the top of divers of those hills, both in summer as well as in winter",snow,10.0,10/07/1894,,Cairngorms Western Massif,Upper corries of the Dee,1894.0,,7.0,10.0,"(57.066582, -3.732339)"
"still plentifully splatched with snow on the east, north, and north-west, made an imposing picture",snow,8.0,10/07/1894,,Central Highlands,Ben Alder,1894.0,,7.0,10.0,"(56.949668, -4.608764)"
"and is so cold that snow is ever to be found in its hollows, which are many, even in the hottest summer.","snow,cold",8.0,10/07/1894,,Cairngorms Other,Glen Avon,1894.0,,7.0,10.0,"(57.09969, -3.6656)"
"they came on a snowfield, which, not observed in the ascent, completed their demoralisation.",snowfield,4.0,08/08/1894,,Cairngorms Other,Cairngorm,1894.0,,8.0,8.0,"(57.09969, -3.6656)"
"the soiled and shrunken remnants of the winter's snow, with great arches between it and the gully walls.","remnants, snow",4.0,21/08/1894,,Cairngorms Western Massif,Cairn Toul,1894.0,,8.0,21.0,"(57.066582, -3.732339)"
"The same season, also, a huge avalanche fell in Coire Domhain, but as evidently the snow had been exceedingly soft its downward passage had been retarded, and it broke up into great rectangular blocks before reaching the bottom.","avalanche, snow",5.0,1894,,Cairngorms Other,Coire Domhain,1894.0,,,,"(57.09969, -3.6656)"
the three last covered with snow,"covered, snow",8.0,1894,,Beinn a' Bhuird & Ben Avon,"Lochnagard, Beinn a Bhuird, Ben Avon",1894.0,,,,"(57.081248, -3.505238)"
